,uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre,long_name,chain_lyrics,lyrics
10,spotify:track:76iVOVsliCHlWqKuDnCfhE,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Redemption,"['Zacari', 'Babes Wodumo']",11,222093,True,0.139,0.778,0.765,0.0274,0.12300000000000001,-7.175,0.128,125.06200000000001,0.642,57,hiphop,Redemption (with Babes Wodumo),,
11,spotify:track:35cOyocq8Gb6UcT0NWeTwn,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Seasons,"['Mozzy', 'Sjava', 'REASON']",12,242293,True,0.28,0.629,0.5539999999999999,0.0,0.158,-6.7589999999999995,0.326,126.694,0.308,56,hiphop,Seasons (with Sjava & Reason),,
12,spotify:track:5cXg9IQS34FzLVdHhp7hu7,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Big Shot,"['Kendrick Lamar', 'Travis Scott']",13,221826,True,0.00759,0.855,0.478,0.0,0.10099999999999999,-9.116,0.193,130.018,0.284,68,hiphop,Big Shot (with Travis Scott),"Wakanda, welcome 
  
  
 Big shot (hol' up, wait) 
 Peanut butter insides (no) 
 Outside 
 Cocaine white, body look like Gentiles (Gentiles) 
 Emotional, 'motional, 'motional, 'motional 
 Why you emotional? Why you emotional? 
 Ah, bitch, you emotional, yeah 
 Big shot (big shot) (hol' on, hol' on) 
 Peanut butter insides (hol' on) 
 Outside 
 Cocaine white, body look like Gentiles (Gentiles) 
 Emotional, 'motional, 'motional, 'motional 
 Why you emotional? Why you emotional? 
 Ah, bitch, you emotional, yeah 
  
  
 Sir Duckworth or Kung-Fu Kenny 
 Got juice, got work, got weight, got plenty 
 Got them, got her, got more, got Benji, yeah 
 Top off, gettin' topped-off in the city 
 Big Top Dawg and I dance on 'em like Diddy 
 Pop off and I pop back like Fiddy, yeah 
 I hit the ceilin' and forgot about the floor, yuh 
 Brand so big, got my haters on the ropes, yuh 
 This be the wave plus I live on the coast, yuh 
 When I touch a bag, young nigga do the most, yuh 
 Mm, woo, and I Wakanda flex (yuh) 
 And you know what time it is (yuh) 
 But don't know what grindin' is (yuh) 
 Baby, I care, baby, I swear 
 Only one real nigga here, only two real niggas here, yeah 
  
  
 Big shot (hol' up, wait) 
 Peanut butter insides (no) 
 Outside 
 Cocaine white, body look like Gentiles (Gentiles) 
 Emotional, 'motional, 'motional, 'motional 
 Why you emotional? Why you emotional? 
 Ah, bitch, you emotional, yeah 
 Big shot (big shot) (hol' on, hol' on) 
 Peanut butter insides (hol' on) 
 Outside 
 Cocaine white, body look like Gentiles (Gentiles) 
 Emotional, 'motional, 'motional, 'motional 
 Why you emotional? Why you emotional? 
 Ah, bitch, you emotional, yeah 
  
  
 Big shots (yuh) 
 Purped up, syrup'd up, nigga, like Pimp C 
 Flight suit, 'bouta slide down Space City 
 Top down, she down under like Iggy, yeah (it's lit!) 
 Lockjaw when the night-call too litty 
 Knockoff, get your rocks off, got plenty 
 Got rocks, got Jay's, got 'Ye, got Lenny, yeah 
 I need my engine, she need extensions (yah!) 
 Don't be the center-attention 
 Just play your position (straight up!) 
 Got my life on a yacht mission 
 'Cause they been a vision (yah, yah!) 
 Runnin' through these waves 
 Like I'm Moses out the booth 
 Hop out the trees (skrr, skrr) 
 Whippin' a frog and it leap 
 Foggy, can't breathe 
 Vacheron over Philippe (alright!) 
 Out in the street (yah!) 
 Chill with the gang, make it sweet 
 Big shots (yuh) (doo-doo-doo-doo!) 
 Forget your name like I'm Steve (yah!) 
  
  
 Big shot (hol' up, wait) 
 Peanut butter insides (no) 
 Outside 
 Cocaine white, body look like Gentiles (Gentiles) 
 Emotional, 'motional, 'motional, 'motional 
 Why you emotional? Why you emotional? 
 Ah, bitch, you emotional, yeah 
 Big shot (big shot) (hol' on, hol' on) 
 Peanut butter insides (hol' on) 
 Outside 
 Cocaine white, body look like Gentiles (Gentiles) 
 Emotional, 'motional, 'motional, 'motional 
 Why you emotional? Why you emotional? 
 Ah, bitch, you emotional, yeah","wakanda, welcome  big shot (hol' up, wait) peanut butter insides (no) outside cocaine white, body look like gentiles (gentiles) emotional, 'motional, 'motional, 'motional why you emotional? why you emotional? ah, bitch, you emotional, yeah big shot (big shot) (hol' on, hol' on) peanut butter insides (hol' on) outside cocaine white, body look like gentiles (gentiles) emotional, 'motional, 'motional, 'motional why you emotional? why you emotional? ah, bitch, you emotional, yeah  sir duckworth or kung-fu kenny got juice, got work, got weight, got plenty got them, got her, got more, got benji, yeah top off, gettin' topped-off in the city big top dawg and i dance on 'em like diddy pop off and i pop back like fiddy, yeah i hit the ceilin' and forgot about the floor, yuh brand so big, got my haters on the ropes, yuh this be the wave plus i live on the coast, yuh when i touch a bag, young nigga do the most, yuh mm, woo, and i wakanda flex (yuh) and you know what time it is (yuh) but don't know what grindin' is (yuh) baby, i care, baby, i swear only one real nigga here, only two real niggas here, yeah  big shot (hol' up, wait) peanut butter insides (no) outside cocaine white, body look like gentiles (gentiles) emotional, 'motional, 'motional, 'motional why you emotional? why you emotional? ah, bitch, you emotional, yeah big shot (big shot) (hol' on, hol' on) peanut butter insides (hol' on) outside cocaine white, body look like gentiles (gentiles) emotional, 'motional, 'motional, 'motional why you emotional? why you emotional? ah, bitch, you emotional, yeah  big shots (yuh) purped up, syrup'd up, nigga, like pimp c flight suit, 'bouta slide down space city top down, she down under like iggy, yeah (it's lit!) lockjaw when the night-call too litty knockoff, get your rocks off, got plenty got rocks, got jay's, got 'ye, got lenny, yeah i need my engine, she need extensions (yah!) don't be the center-attention just play your position (straight up!) got my life on a yacht mission 'cause they been a vision (yah, yah!) runnin' through these waves like i'm moses out the booth hop out the trees (skrr, skrr) whippin' a frog and it leap foggy, can't breathe vacheron over philippe (alright!) out in the street (yah!) chill with the gang, make it sweet big shots (yuh) (doo-doo-doo-doo!) forget your name like i'm steve (yah!)  big shot (hol' up, wait) peanut butter insides (no) outside cocaine white, body look like gentiles (gentiles) emotional, 'motional, 'motional, 'motional why you emotional? why you emotional? ah, bitch, you emotional, yeah big shot (big shot) (hol' on, hol' on) peanut butter insides (hol' on) outside cocaine white, body look like gentiles (gentiles) emotional, 'motional, 'motional, 'motional why you emotional? why you emotional? ah, bitch, you emotional, yeah"
13,spotify:track:77UjLW8j5UAGAGVGhR5oUK,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me,"['The Weeknd', 'Kendrick Lamar']",14,211440,True,0.0762,0.735,0.677,2.17e-05,0.111,-4.979,0.09300000000000001,100.584,0.188,76,hiphop,Pray For Me (with Kendrick Lamar),,
14,spotify:track:2PESSRrfGBuDrJ1I7rm8dc,Kendrick Lamar,DAMN. COLLECTORS EDITION.,DUCKWORTH.,['Kendrick Lamar'],1,248613,True,0.0536,0.552,0.731,0.0,0.258,-6.872999999999999,0.615,174.516,0.632,46,hiphop,DUCKWORTH.,,
15,spotify:track:4suzR7RVn00QijvJPkMVMf,Kendrick Lamar,DAMN. COLLECTORS EDITION.,GOD.,['Kendrick Lamar'],2,248826,True,0.0347,0.706,0.557,0.0,0.276,-5.8,0.0813,132.98,0.205,45,hiphop,GOD.,,
16,spotify:track:28J8MZFrSMvd5gWxAGRBq1,Kendrick Lamar,DAMN. COLLECTORS EDITION.,FEAR.,['Kendrick Lamar'],3,460573,True,0.604,0.588,0.479,7.2000000000000005e-06,0.527,-7.039,0.281,150.414,0.434,45,hiphop,FEAR.,,
17,spotify:track:0lJZRic5kToowUXH35uy7P,Kendrick Lamar,DAMN. COLLECTORS EDITION.,XXX. FEAT. U2.,"['Kendrick Lamar', 'U2']",4,254200,True,0.138,0.568,0.619,1.67e-06,0.11,-6.899,0.414,170.115,0.293,45,hiphop,XXX. FEAT. U2.,,
18,spotify:track:0R9U7yIlLm8KAL6iQbwKKT,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LOVE. FEAT. ZACARI.,"['Kendrick Lamar', 'Zacari']",5,213400,True,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.05799999999999,0.779,46,hiphop,LOVE. FEAT. ZACARI.,,
19,spotify:track:1PKNKessUE10zYclDWNRfE,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LUST.,['Kendrick Lamar'],6,307880,True,0.193,0.6779999999999999,0.562,0.0,0.10400000000000001,-9.197000000000001,0.508,94.241,0.5660000000000001,44,hiphop,LUST.,,
20,spotify:track:0gvQoTWRxsW5Rd7KgPp0u3,Kendrick Lamar,DAMN. COLLECTORS EDITION.,HUMBLE.,['Kendrick Lamar'],7,177000,True,0.00028199999999999997,0.9079999999999999,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,0.42100000000000004,46,hiphop,HUMBLE.,,
21,spotify:track:1P9LiOkE3LnKSYsoz1F8A7,Kendrick Lamar,DAMN. COLLECTORS EDITION.,PRIDE.,['Kendrick Lamar'],8,275253,True,0.0786,0.665,0.535,1.6800000000000002e-05,0.154,-7.056,0.0572,138.842,0.37,46,hiphop,PRIDE.,,
22,spotify:track:0Omhxcy38tjNxqVZshdfpf,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LOYALTY. FEAT. RIHANNA.,"['Kendrick Lamar', 'Rihanna']",9,227360,True,0.0265,0.6579999999999999,0.535,0.0,0.2,-8.982999999999999,0.0573,110.684,0.419,45,hiphop,LOYALTY. FEAT. RIHANNA.,,
23,spotify:track:3hKPfWwm32Nv7Xj57lrxeC,Kendrick Lamar,DAMN. COLLECTORS EDITION.,FEEL.,['Kendrick Lamar'],10,214826,True,0.13699999999999998,0.746,0.7979999999999999,0.0,0.139,-8.382,0.349,109.96799999999999,0.5529999999999999,44,hiphop,FEEL.,,
24,spotify:track:3uubYELqTxIOqGalMtUq63,Kendrick Lamar,DAMN. COLLECTORS EDITION.,ELEMENT.,['Kendrick Lamar'],11,208733,True,0.204,0.748,0.705,0.0,0.24600000000000002,-4.547,0.485,189.891,0.483,46,hiphop,ELEMENT.,,
25,spotify:track:7tC6nVqWp4FALU6I3li1g9,Kendrick Lamar,DAMN. COLLECTORS EDITION.,YAH.,['Kendrick Lamar'],12,160293,True,0.5760000000000001,0.67,0.7,5.34e-06,0.226,-7.893,0.196,69.986,0.648,43,hiphop,YAH.,,
26,spotify:track:4odAJ4IxmYzy3co4TeYP24,Kendrick Lamar,DAMN. COLLECTORS EDITION.,DNA.,['Kendrick Lamar'],13,185946,True,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.35700000000000004,139.91299999999998,0.42200000000000004,46,hiphop,DNA.,,
27,spotify:track:1WonGCoO1sz7I4aD0HRbXy,Kendrick Lamar,DAMN. COLLECTORS EDITION.,BLOOD.,['Kendrick Lamar'],14,118066,True,0.142,0.35700000000000004,0.23800000000000002,0.0859,0.55,-16.78,0.265,156.907,0.494,40,hiphop,BLOOD.,,
28,spotify:track:6OkOFxU6j0UufR97VgSnS7,Kendrick Lamar,untitled unmastered.,untitled 01 | 08.19.2014.,['Kendrick Lamar'],1,247746,True,0.321,0.57,0.584,0.0,0.0868,-11.708,0.405,102.19,0.107,49,hiphop,untitled 01 | 08.19.2014.,,
29,spotify:track:3I0FBDc1c1BLNtXWKVjmFg,Kendrick Lamar,untitled unmastered.,untitled 02 | 06.23.2014.,['Kendrick Lamar'],2,258826,True,0.341,0.667,0.508,0.0,0.644,-10.337,0.451,89.436,0.09300000000000001,60,hiphop,untitled 02 | 06.23.2014.,,
30,spotify:track:2fgAJeky8Cpsr8Cfvn2NVp,Kendrick Lamar,untitled unmastered.,untitled 03 | 05.28.2013.,['Kendrick Lamar'],3,154346,True,0.608,0.813,0.5489999999999999,1e-06,0.129,-12.427,0.26899999999999996,103.914,0.562,53,hiphop,untitled 03 | 05.28.2013.,,
31,spotify:track:1U13SSgDOxK98L1FTWYrjQ,Kendrick Lamar,untitled unmastered.,untitled 04 | 08.14.2014.,['Kendrick Lamar'],4,110066,True,0.8640000000000001,0.512,0.128,0.0,0.512,-21.49,0.252,103.056,0.21899999999999997,49,hiphop,untitled 04 | 08.14.2014.,,
32,spotify:track:3V8vWoCbKbfjNrPaQ4YtSg,Kendrick Lamar,untitled unmastered.,untitled 05 | 09.21.2014.,['Kendrick Lamar'],5,338426,True,0.321,0.461,0.62,0.0,0.151,-9.822000000000001,0.496,153.941,0.42200000000000004,52,hiphop,untitled 05 | 09.21.2014.,,
33,spotify:track:4M2t7bP4Mq87mGMn0PObUX,Kendrick Lamar,untitled unmastered.,untitled 06 | 06.30.2014.,['Kendrick Lamar'],6,208013,True,0.0992,0.669,0.541,7.69e-06,0.254,-11.290999999999999,0.0461,89.083,0.645,54,hiphop,untitled 06 | 06.30.2014.,,
34,spotify:track:40IQooNkPRVtn4zlE3ZFpA,Kendrick Lamar,untitled unmastered.,untitled 07 | 2014 - 2016,['Kendrick Lamar'],7,496173,True,0.732,0.5670000000000001,0.46299999999999997,0.0,0.7090000000000001,-11.669,0.504,126.98200000000001,0.324,59,hiphop,untitled 07 | 2014 - 2016,,
